S.No,Company_Name,NSE_Symbol,Rating,Industry,,,,
3816,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3817,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3818,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3819,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3820,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3821,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3822,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3823,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3824,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3825,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3826,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3827,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3828,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3829,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3830,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3831,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3832,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3833,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3834,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3835,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3836,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3837,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3838,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3839,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3840,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3841,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3842,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3843,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3844,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3845,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3846,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3847,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3848,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3849,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3850,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3851,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3852,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3853,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3854,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3855,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3856,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3857,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3858,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3859,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3860,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3861,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3862,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3863,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3864,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3865,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3866,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3867,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3868,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3869,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3870,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3871,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3872,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3873,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3874,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3875,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3876,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3877,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3878,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3879,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3880,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3881,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3882,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3883,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3884,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3885,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3886,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3887,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3888,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3889,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3890,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3891,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3892,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3893,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3894,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3895,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3896,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3897,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3898,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3899,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3900,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3901,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3902,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3903,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3904,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3905,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3906,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3907,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3908,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3909,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3910,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3911,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3912,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3913,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3914,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3915,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3916,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3917,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3918,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3919,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3920,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3921,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3922,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3923,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3924,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3925,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3926,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3927,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3928,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3929,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3930,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3931,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3932,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3933,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3934,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3935,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3936,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3937,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3938,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3939,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3940,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3941,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3942,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3943,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3944,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3945,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3946,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3947,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3948,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3949,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3950,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3951,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3952,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3953,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3954,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3955,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3956,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3957,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3958,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3959,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3960,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3961,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3962,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3963,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3964,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3965,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3966,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3967,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3968,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3969,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3970,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3971,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3972,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3973,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3974,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3975,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3976,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3977,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3978,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3979,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3980,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3981,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3982,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3983,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
3984,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
3985,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
3986,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
3987,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
3988,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
3989,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
3990,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
3991,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
3992,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
3993,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
3994,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
3995,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
3996,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
3997,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
3998,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
3999,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4000,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4001,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4002,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
4003,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
4004,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
4005,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
4006,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
4007,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
4008,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
4009,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
4010,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
4011,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4012,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4013,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4014,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4015,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4016,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4017,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4018,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4019,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4020,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4021,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4022,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4023,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4024,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4025,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
4026,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
4027,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
4028,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
4029,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
4030,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
4031,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
4032,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
4033,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
4034,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4035,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4036,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4037,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4038,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4039,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4040,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4041,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
4042,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
4043,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
4044,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
4045,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
4046,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
4047,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
4048,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
4049,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
4050,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4051,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4052,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4053,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4054,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4055,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4056,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4057,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
4058,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
4059,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
4060,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
4061,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
4062,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
4063,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
4064,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
4065,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
4066,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4067,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4068,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4069,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4070,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4071,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4072,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4073,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
4074,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
4075,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
4076,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
4077,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
4078,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
4079,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
4080,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
4081,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
4082,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4083,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4084,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4085,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4086,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4087,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4088,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4089,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
4090,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
4091,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
4092,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
4093,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
4094,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
4095,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
4096,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
4097,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
4098,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
4099,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
4100,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
4101,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
4102,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
4103,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
